tweet,target,,,,,,,,,,
اوئے دکی تو چوتیا تمیز کر وہ نہ بھی کرے تو تجھے کیا,1,,,,,,,,,,
اوئے دلے ایک نمبر ویڈیو,1,,,,,,,,,,
اوئے کمینے دکی سن زرا تو نے لکھا کہ چھوتے یوٹیوبر کی کوئی عزت نہیں کرتا لیکن گانڈ مروانے میں تو ان کی عزت کرتا ہے,1,,,,,,,,,,
اوئے گانڈو عمرا ن کو بیچ میں مت لا,1,,,,,,,,,,
اوئے ماروں گا ہماری ماں کے لوڑے,1,,,,,,,,,,
اوئے یار دکی تو کس چوتیاپا میں پڑ گیا ہے بہت بورنگ ویڈیو ہے یار,1,,,,,,,,,,
اے بھائی آئی لو یوتمہارے کام کے لئے میں بھی پہلے تھا ان کا فائن لیکن بہن چود مادر چود نے اتنا چوتیاپا دیکھایا کہ بس میں کیا کہوں,1,,,,,,,,,,
اے روپالی پکڑ میری ڈالی,0,,,,,,,,,,
اے روپالی کا ہالی ووڈ ورژن دیکھو,0,,,,,,,,,,
ایسے کون پھانسی لگاتا ہےزمیں پر رکھے ہوئے پنکھے میں رسی دال کر,0,,,,,,,,,,
ایسے کیوں لگ رہا ہے کہ کیری کی پھٹی ہوئی تھی ٹام کروز کے سامنے سالے انڈین ہی رہو گے سالے تم,1,,,,,,,,,,
ایسے گانے بنانے والوں کو جیل بھیج دینا چاہیے,0,,,,,,,,,,
ایسے لگ رہا ہے جیسے کوئی چوتیا کوئی سکیم ویڈیوز دکی بھائی کی بھیج رہا ہے,1,,,,,,,,,,
ایسے لوگوں کی اور گانڈ مارو تیل لگا کر,1,,,,,,,,,,
ایسی ویڈیو بنا تیرے ہی نا,0,,,,,,,,,,
ایک اور بھی چوتیا پروان چڑھ رہا ہے,1,,,,,,,,,,
ایک بات بتا کیری تم ہر دن بیمار ہی رہتا ہےکیا,0,,,,,,,,,,
ایک جو اپنی روح کو اپنی شہرت کے لیئے فروخت کر دیتا ہے,0,,,,,,,,,,
ایک شام اور دوسرا لوگان پال ان دونوں سے بڑا چوتیا اور کوئی نہں,1,,,,,,,,,,
ایک طرف اس کا چتیاپا اور دوسری طرف آپ کی گندی باتیں اتنا اگر کوئی مرے خلاف بولتا تو قسم سے اس کی گانڈ لیرولیر کردیتا,1,,,,,,,,,,
ایک لمبے عرصہ کے بعد ایک اچھی ویڈیو,0,,,,,,,,,,
ایک نمبر کا بہن چود  ہے بھائی یہ میں کہ رہا ہوں اب تو مار کے دیکھا,1,,,,,,,,,,
ایک نمبر کا چوتیا ہے شام,1,,,,,,,,,,
ایک نمبر کا چوتیا ہے شام مجھے تو اس بھوسڑی والے کی شکل بھی پسند نہیں ہے,1,,,,,,,,,,
ایک ویڈیو میں تو نے میوزک کو پروموٹ کیا تھا اب یوزر بہت سارے تجھے پروموٹ کر رہے ہیں بالکل,0,,,,,,,,,,
آ بھوسڑی والوں چائے پیتے ہیں,1,,,,,,,,,,
آپ سے گزارش ہے کہ جتنا ہو سکے زیادہ سے زیادہ اس ویڈیو کو نا پسند کریں کیوںکہ یہ بھڑوا بھوجی پوری کا مزاق اڑاتا ہے,1,,,,,,,,,,
آپ کا کام بہت بہت اچھا تھا,0,,,,,,,,,,
آپ کا مقصد مکمل ہو گیا,0,,,,,,,,,,
آپ کو لاکھوں لائیکس ملیں گیں تم بہت اچھے ہو,0,,,,,,,,,,
آپ کون سا سافٹ وئیر استعمال کرتے ہو اپنی ویڈیوز میں بتاؤ نا بھائی,0,,,,,,,,,,
آپ کے ہاتھ میں کیا ٹیٹو بنا ہوا ہے,0,,,,,,,,,,
آپ کی ٹھگ زندگی کا بیک گراؤنڈ آتا جاتا ہے,0,,,,,,,,,,
آپ کی گانڈ میں کھجلی کیوں ہو رہی ہےکچھ بھی کریں تو ڈرامہ یہ لوگ,1,,,,,,,,,,
آپ کی ویڈیوز میں اب پہلی جیسی بات نہیں رہی,0,,,,,,,,,,
آپ میں سے جو بھی اس کے بلاگ دیکھتا ہے تو آج اس کے بلاگ میں گندی گندی گالیاں ڈالیں,1,,,,,,,,,,
آپ نے تو اس کی تنگ کر کے لے لی اب بھی اگر وہ اس ویڈیو کو دیکھ کر اور ویڈیو بناتا ہے تو لعنت ہے اس پر,1,,,,,,,,,,
آپ نے تو شام کی گانڈ لے لی شاباش بھائی,1,,,,,,,,,,
آتش اجالا کنسلٹ,0,,,,,,,,,,
آج تو تونے خان کے بارے میں بتا کر آنکھیں کھول دیں او دلے,1,,,,,,,,,,
آج سے ٹیم نے یہ فیصلہ کیا ہے کہ ویڈیو سبسکرائب اور پسند نہ کرنے والی گانڈ مٰیں ڈنڈا دیں کیا تیری گانڈ میں ڈنڈا دوں میں,1,,,,,,,,,,
آج کل اس کمینے نے ملین سبسکرائبرز کا نیا رونا شروع کیا ہوا ہے,1,,,,,,,,,,
آج گانڈ کھلے گی ابلیس کی یقین مانو آج شام کی گانڈ مارنے کا وقت آگیا ہے,1,,,,,,,,,,
آج میں لگ رہا ہوں سیکسی,0,,,,,,,,,,
آج والا اتنا مزہ نہیں آیا اس لیے کوئی لائیک نہں,0,,,,,,,,,,
آخر پر کون سا گانا استعمال ہوا ہے,0,,,,,,,,,,
آخر کار گیم کھیلنا دوبارہ سے شروع ہوگا,0,,,,,,,,,,
آخر کارسب سے زیادہ بولنے والوں کوجواب مل ہی گیا,0,,,,,,,,,,
آخر گیا یہ ہے چوتیا جھوٹا انسان آپ کی ویڈیوز بہت پیاری ہیں حقیقت میں بہت پیاری ہیں,1,,,,,,,,,,
آخر میں آپ کا دیکھنا بہت پیارا لگا,0,,,,,,,,,,
آخر میں آجے کا یہ کلپ بھہت اچھا تھا,0,,,,,,,,,,
آخر میں وہ بندہ بہت شریف بننے کی کوشش کر رہا تھا,0,,,,,,,,,,
آخر میں وہ چیٹ کا گانا سب سے بڑھیا لگا,0,,,,,,,,,,
آخرکار پتہ چل گیا کہ اس کی گانڈ ویسے ہی بچپن سے بہت کھلی ہے تیل لگانے کی بھی ضرورت نہں پڑتی,1,,,,,,,,,,
آخرکار تم نے سب سے اچھا ویڈیو بنا ڈالا,0,,,,,,,,,,
آخری ویڈیو کے گانے کوپورا کر کے اس کا لنک بنا دو ڈون لوڈ کے لیے گانا بہت اچھا ہے,0,,,,,,,,,,
آریام تجھے پیدا کرنا بھی میرے باپ کی غلطی لگتی ہے,0,,,,,,,,,,
آریان چل بھاگ تو وہی ویڈیو دیکھ نا جا کر کیوں دیکھتے آتے ہو,0,,,,,,,,,,
آسمانی لنڈ کو کھٹی لسی کی پچکاری دی جائے,1,,,,,,,,,,
آفریدی چپ کر چوتیے,1,,,,,,,,,,
آکاش کمار اس مزاحیہ ویڈیو کو دیکھں اور لنک پر کلک کریں اور مہربانی کر کے سبسکرائب کریں,0,,,,,,,,,,
آگےسے ہم پاکستانی اور انڈین تمہارے سب فائن مل کراس کی ماں چود دیں گے,1,,,,,,,,,,
آن لائن گروٹیچ چیک آؤٹ میرا چینل اور امتحان,0,,,,,,,,,,
آؤ بھوسڑی والوں چائے پیتے ہیں,1,,,,,,,,,,
آئےیوراما تم ہم کو کیا کیا دیکھاتا ہےیہ میچ تو کافی دلچسپ ہے,0,,,,,,,,,,
بابا مر جائے گا اس کو دیکھیں,0,,,,,,,,,,
باپ باپ ہوتا ہے,0,,,,,,,,,,
باپ کا بھائی کا ٹی سیرز کا سب کا بدلہ لے گا یہ,0,,,,,,,,,,
بات کرنا پڑتی ہے کہ کیسے وہ ایک بہت بڑے سٹار کا انٹرویو کر سکتا ہے بغیر کسی تجربہ کے,0,,,,,,,,,,
باراک اوباما لوڑا,1,,,,,,,,,,
باس مہربانی کر کے ملائیکہ کے بارے میں کچھ بتائیں,0,,,,,,,,,,
بالکل اسی طرح تم بھی دکی دلے ہو گانڈو,1,,,,,,,,,,
بالکل بھائی یہ پرانا استعمال کیا ہوا کھسرا ہے سب کو چوتیا سمجھتا ہے صیح کھول کے رکھ دیا آپ نے اس کو,1,,,,,,,,,,
بالکل صیح کہا میرے بھائی گانڈ میں ٹیکے لگوا کے ہی گورا ہوا ہے کتے کا بچہ,1,,,,,,,,,,
بالکل صیح ماں بہن ایک کی کے بھوسڑی کے کی,1,,,,,,,,,,
بائیوگرافی بی بی کے بعد کیری,0,,,,,,,,,,
ببن چوتیا ہے سالا,1,,,,,,,,,,
بچو بہت دیر کے بعد ویڈیو ڈال رہا ہے,0,,,,,,,,,,
بخشی بھائی ہم نے آپکا چینل سبسکرائب کر دیا ہے اب آپ جلدی سے واپیس ہمارے چینل کو سبسکرائب کرو,0,,,,,,,,,,
برا لگا تو سوری,0,,,,,,,,,,
برا نہ منانا تجھے بہت چوتیا بنایا ہے,1,,,,,,,,,,
برا نہ منانا حمزہ بھائی,0,,,,,,,,,,
برا وقت برا وقت ان پر آتا ہے جو برے ہوتے ہیں اور یہ تو عرفان بھائی ہے یہ تو اچھا بچہ ہے,0,,,,,,,,,,
برابر کر دیا سب کچھ بھائی نے چوتیاپا کرتے تھے یہ لوگ,1,,,,,,,,,,
برچودی اور چت مرانی بہن کی لوڑی باس دا چودی,1,,,,,,,,,,
برچودی خود گالی دے رہی ہے دوسروں کو بولتی ہے,1,,,,,,,,,,
برقع والی کو کیوں دیکھ رہا ہے ہماری طرف دیکھ,0,,,,,,,,,,
برہان حسن بھائی لیکن انڈیا کو لوسر بولنے والا بھوسڑی کا ہوتا کون ہے,1,,,,,,,,,,
برے ہیں ہم لوگ کیا کریں لوگ بھوسڑی کے بار بار پوچھتے رہتے ہیں کیسے ہیں آپ لوگ کیسے ہیں آپ لوگ,1,,,,,,,,,,
بری بات ہے تو بری بات ہے,0,,,,,,,,,,
بری بات ہے وہ مزاحیہ تھا,0,,,,,,,,,,
بڑا ہی بہن چود ہے بھائی تو ہمارے ساتھ بہت جمے گی تیری ,1,,,,,,,,,,
بڑے خان بھائی جان یہ پاگل ہے جو ابھی ابھی شام کا فائن ہوا ہے,1,,,,,,,,,,
بڑی تو انگریز صیح کہا بھوسڑی کی,1,,,,,,,,,,
بڑی گانڈ جلتی ہے تم لوگوں کی میرا لن چوتیا آدمی بس کر بھڑوے,1,,,,,,,,,,
بڑی لمبی کر دی اس بار پہ پرجو بھی ہو سچ ہی کہا ہے چوتیا ابلیس اور ہاں محترم حجاب,1,,,,,,,,,,
بس اک چیز سوچتا ہوں اکژ کہ قیامت کے دن کیا منہ دیکھائیں گے,0,,,,,,,,,,
بس ایک بات میں کیری کے لیے کہنا چاہتا ہوں کہ گانڈ مارو اس سالے کی ٹکا کر,1,,,,,,,,,,
بس بکواس کرنے کو دے دو,0,,,,,,,,,,
بس بھائی جھلی عوام,0,,,,,,,,,,
بس بھائی یہ سب فالتو چیزیں ہیں عروج پر ہیں اس بہن چودی سے تو صیح میں کھل گیا بھائی لوگ میرا چینل دیکھ لو,1,,,,,,,,,,
بس بیک گراؤنڈ میوزک بدلو اور خوفناک منظر کی بھی گانڈ مار لو,1,,,,,,,,,,
بس ٹانگیں کھینچو ایک دوسرے کی,0,,,,,,,,,,
بس چیک کرو شہزاد بھائی,0,,,,,,,,,,
بس شام کی تو تو نے گانڈ ہی گندی کر دی,1,,,,,,,,,,
بس کر بہن چود,0,,,,,,,,,,
بس کر پہلے اب کیا رولائے گا,0,,,,,,,,,,
بس کر دے بھائی اب اس چوتیے کو نہیں دیکھں,1,,,,,,,,,,
بس کر رلائے گا کیا پگلے,0,,,,,,,,,,
بس کریار تیرے یہ چوتیے کی ویڈیو پھر سے مت بنانا,1,,,,,,,,,,
بس ہو گیا بھائی تیری چوتیا گری,1,,,,,,,,,,
بس یار ایسی ہی ویڈیو بنائی کر,0,,,,,,,,,,
بس یہ آخری بات نے دل جیت لیا لیکن نظام تعلیم بھی اسی کے ہاتھ میں ہے,0,,,,,,,,,,
بس یہ تو چاہیے تھا اب شئیر کروں گا لوگوں کو,0,,,,,,,,,,
بس یہی ویڈیو کا ہی انتظار تھا وہ بھی پورا ہو گیا اور ویڈیو میں بھی مزہ آگیا,0,,,,,,,,,,
بشریٰ آپ ابلیس کی طرف داری کیوں کر رہی ہو,0,,,,,,,,,,
بشریٰ آصف قریشی تو چوتیا ہے,1,,,,,,,,,,
بعد میں جو اس کی گانڈ ماری ہے اس کے لئیے شکریہ,1,,,,,,,,,,
بغیر کسی واسطے کے بن گئی جو کہ مدد کر رہا ہے,0,,,,,,,,,,
بکواس ترین یوٹیوبر ہے لعنت بھیجو اس پر,1,,,,,,,,,,
بکواس چیک کرو شام ادریس کی ایک اور ویڈیو ایک اور چتیاپا,1,,,,,,,,,,
بکواس مت کر کتے باز آجا بوتھی نہیں دیکھی اپنی جیسے شیشہ ٹوٹ جاتا ہوگا,1,,,,,,,,,,
بگ باس کا بگ باس واپس آگیا ہے,0,,,,,,,,,,
بگ باس کی مارنی ہے کیا,0,,,,,,,,,,
بگ باس والے تو اس کو بھی بلا لیں گے,0,,,,,,,,,,
بگ باس ویڈیو کہاں ہے,0,,,,,,,,,,
بگ بیش میں تجھے کچھ بولا لوڑے,1,,,,,,,,,,
بلغم سے شادی کر لے بیٹا,0,,,,,,,,,,
بن چو نائٹ کو بھی,0,,,,,,,,,,
بنتے برا مان جائے گا رے,0,,,,,,,,,,
بندے منگواؤ اور اس مادر چود کو اٹھاواؤ کینیڈا سے اور اس کو پاکستان میں لا کر چچا مجبور کے پاس چھوڑ دو,1,,,,,,,,,,
بنڈ پھاڑ دی بہن چود کی,1,,,,,,,,,,
بنڈ مار دے اس بہن چود کی,1,,,,,,,,,,
بنگالی ہونے کے ناطے میں آپ کو بتا دوں کہ آپ کا ردعمل بہت خراب ہے,0,,,,,,,,,,
بہاریوں کی تو تم لوگ گانڈ مار لیتے ہو,1,,,,,,,,,,
بہت اچھا اس کی گانڈ بند کردو ہم تمہارے ساتھ ہیں,1,,,,,,,,,,
بہت اچھا اوے کیری,0,,,,,,,,,,
بہت اچھا آپ نے ان کو ظاہر کیا لوڑے شام اور مینڈک کی للی کی منہ والی فراگی کو,1,,,,,,,,,,
بہت اچھا بھائی تمہاری ویڈیوز بہت پسند آئیں اب تو تم خوابوں میں بھی آرہے ہو,0,,,,,,,,,,
بہت اچھا کام تھا آپ کا بھائی شاباش,0,,,,,,,,,,
بہت اچھا کام تھا شاباش میں اس گانڈو کا فین تھا لیکن تم نے میری آکنھیں کھول دیں,1,,,,,,,,,,
بہت اچھا کام ہے جناب,0,,,,,,,,,,
بہت اچھا گانڈ پھاڑ کر رکھ دی کالا ٹٹہ اور اسک کے بائیں طرٖف کا ٹٹہ فراگی,1,,,,,,,,,,
بہت اچھا گانڈ مار دے ان بہن چودوں کی کسی کنجری کا شام,1,,,,,,,,,,
بہت اچھا یار اس دلے کو رلانے کے لیے سالا بھوسڑی والا جھوٹا,1,,,,,,,,,,
بہت اچھا یار اس کی اور گانڈ مارو,1,,,,,,,,,,
بہت اچھاخیال ہے بھائی,0,,,,,,,,,,
بہت اچھی کیری تم اپنا اچھا کام جاری رکھو,0,,,,,,,,,,
بہت اچھی ویڈیو لیکن بکواس ہے یہ سب,0,,,,,,,,,,
بہت اچھی ویڈیو ہے اور میں اس کو دیکھ رہا ہوں,0,,,,,,,,,,
بہت اچھی ویڈیو ہے کیری بھائی اتنے دن کے بعد گردا آڑا دیا,0,,,,,,,,,,
بہت اعلیٰ بہن چودی کی ویڈیو اور تھمبنل  ڈال کر کیا پاگل بنایا سب کو,1,,,,,,,,,,
بہت اعلیٰ یار اس طرح ہی گانڈ مارتے رہو اس طرح کے لوگوں کی,1,,,,,,,,,,
بہت اعلی بھائی اس کو اور بہتر کرو,0,,,,,,,,,,
بہت اعلی جواب تو بھوسڑی کے باز آجا اپنی ان حرکتوں سے,1,,,,,,,,,,
بہت افسوس ہوا  اس بار شام بہن چود ایک جھوٹا اور چوتیا انسان ہے اس کے لیے تو ایسے الفاظ بہت کم ہیں,1,,,,,,,,,,
بہت افسوس ہوا بھائی گھس کے پھٹ گیا شام کی گانڈ میں,1,,,,,,,,,,
بہت انتظار کروا دیا بہت اچھا,0,,,,,,,,,,
بہت برا ایک تو اتنے عرصہ کے بعد ویڈیو ڈالا ہے اوپر سے خاص بھی نہیں لگی تو نے بولا تو اس لئیے لائیک بھی کر دیا,0,,,,,,,,,,
بہت برا وقت تھا جب دکی گانڈو نے ہم سب سے زیادہ اشتہا رات لیے,1,,,,,,,,,,
بہت بڑا حدف ہے اور اس کو حاصل کرنے میں ٹائم لگے گا,0,,,,,,,,,,
بہت بڑھیا ویڈیو,0,,,,,,,,,,
بہت بہت زیادہ ایکٹنگ ہو گئی اس ویڈیو میں,0,,,,,,,,,,
بہت بہت مبارک ہو بھائی تم بہت اچھے ہو میرے پاس آپ کی اس ویڈیو کے لیے کوئی الفاظ نہیں ہیں,0,,,,,,,,,,
بہت بہن چودی کرتے ہو یار,1,,,,,,,,,,
بہت چوتیا آدمی ہے یہ سالا,1,,,,,,,,,,
بہت چودی بہت الگ ہی لیول کا ویڈیو تھا,1,,,,,,,,,,
بہت خراب ویڈیو بورنگ,0,,,,,,,,,,
بہت خوب یار اس بار کی ویڈیو تو بہت غضب تھی مزہ آگیا,0,,,,,,,,,,
بہت دلچسپ بھائی میں ابھی پاکستان گیا ہوں پر تیرے جیسے لونڈےباز نہں ملا مجھے,1,,,,,,,,,,
بہت دنوں بعد بھائی,0,,,,,,,,,,
بہت دنوں کے بعد ایسا ویڈیو آیا بہت ہنسی آئی,0,,,,,,,,,,
بہت زیادہ تیز تو نہیں تھی لیکن تیز تھی,0,,,,,,,,,,
بہت زیادہ مبارک ہو ویڈیو,0,,,,,,,,,,
بہت سیکسی اور پیاری لڑکیوں کو ٹک ٹاک پر دیکھو اور میرا چینل فٹافٹ سبسرائب کرو,0,,,,,,,,,,
بہت شاندار ویڈیو بنائی ہے آپ نے بھائی,0,,,,,,,,,,
بہت شاندار ویڈیو ہے یہ,0,,,,,,,,,,
